"STATION","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HN01","HTDD","HX01","LN01","LX01","MN01","MN02","MX01","MX02","PRCP","SNOW","TAVG","TMAX","TMIN","WDMV"
"USC00112223","2005-10","1056","24","3","2","0","0","0","5","0","10","0","30","0","0.0","0.30","89","2.36","431",,"382",,,,"45",,"61",,"0.53","0.0","53.5","64.5","42.5","1184.3"
"USC00112223","2005-11",,,"11","7","1","0","0","18","4","1","0","11","1","0.6","0.78","70",,,,,,,,,,,,"2.29","1.1","38.9","47.7","30.0",
"USC00112223","2005-12",,"0","13","3","27","3","6","30","20","0","0","-7","6","3.9","0.31","40",,,,"1364",,,,,,,,"1.13","10.3","19.4","25.8","13.1",
"USC00112223","2006-01","0","0","9","5","9","1","0","27","4","0","0","8","7","7.1","1.12","55",,,,"1013",,,,,,,,"2.92","7.1","32.3","38.4","26.2",
"USC00112223","2006-02","0","0","7","3","1","0","1","27","8","0","0","0","1","0.5","0.53","58",,,,"1038",,,,,,,,"0.81","1.0","26.1","34.7","17.4",
"USC00112223","2006-03","0","0","12","8","3","1","0","22","0","0","0","17","3","3.3","1.24","66",,,,"898",,,,,,,,"3.47","5.6","36.0","44.7","27.4",
"USC00112223","2006-04","2","2","13","4","0","0","0","4","0","12","0","28","0","0.0","1.29","84",,,,"378",,,,"44",,"67",,"3.49","0.0","52.5","64.2","40.7","2029.4"
"USC00112223","2006-05","70","69","16","12","0","0","0","0","0","16","2","34","0","0.0","0.81","93","6.35",,,"250",,,,"52",,"73",,"3.64","0.0","59.1","69.1","49.2","1411.8"
"USC00112223","2006-06","205","134","12","7","0","0","0","0","0","27","2","45","0","0.0","1.63","90","6.60",,,"33",,,,"60",,"85",,"3.11","0.0","68.4","78.1","58.6","1239.6"
"USC00112223","2006-07","512","308","11","7","0","0","0","0","0","31","7","56","0","0.0","0.82","95","6.63","0",,"0",,,,"67",,"89",,"2.41","0.0","74.9","84.5","65.3","1247.1"
"USC00112223","2006-08","744","232","7","4","0","0","0","0","0","30","3","56","0","0.0","1.09","97","5.40","1",,"1",,,,"64",,"84",,"2.58","0.0","72.4","81.7","63.2","1165.1"
"USC00112223","2006-09","774","29","15","8","0","0","0","0","0","19","0","38","0","0.0","1.11","83","3.87","142",,"141",,,,"52",,"69",,"3.84","0.0","61.3","71.0","51.6","1199.9"
"USC00112223","2006-10","785","11","13","6","0","0","0","13","0","5","0","26","0","0.5","1.13","84",,"702",,"560",,,,,,,,"3.89","0.5","47.3","57.2","37.4","1535.4"
"USC00112223","2006-11","785","0","4","4","0","0","0","17","0","0","0","18","0","0.0","1.40","67",,"1422",,"720",,,,,,,,"2.70","0.0","41.0","49.3","32.7",
"USC00112223","2006-12","785","0","9","4","12","2","5","22","8","0","0","-2","12","8.0","1.68","52",,"2499",,"1077",,,,,,,,"3.07","13.3","29.1","36.5","21.7",
"USC00112223","2007-01","0","0","14","3","18","4","1","28","18","0","0","0","3","1.9","0.41","52",,"3742",,"1243",,,,,,,,"1.02","6.7","24.9","32.4","17.5",
"USC00112223","2007-02","0","0","7","4","28","7","12","28","19","0","0","-13","12","4.0","0.83","46",,"5111",,"1369",,,,,,,,"1.62","18.0","14.0","22.2","5.9",
"USC00112223","2007-03","3","3","15","9","11","1","0","18","6","4","0","13","9","6.0","1.15","77",,"5859",,"748",,,,,,,,"3.56","6.6","40.3","49.4","31.3",
"USC00112223","2007-04","8","5","11","8","1","2","0","13","2","4","0","19","1","1.0","1.32","84",,"6441",,"582",,,,,,,,"3.52","2.0","45.8","55.6","35.9","1852.3"
"USC00112223","2007-05","90","82","12","6","0","0","0","0","0","21","1","41","0","0.0","0.84","90","8.37","6548",,"107",,,,"51",,"78",,"2.26","0.0","64.2","76.2","52.2",
"USC00112223","2007-06","284","193","12","8","0","0","0","0","0","27","4","47","0","0.0","1.44","91","6.18","6581",,"33",,,,"60",,"84",,"4.09","0.0","70.3","79.8","60.9","1181.2"
"USC00112223","2007-07","493","210","10","8","0","0","0","0","0","31","2","55","0","0.0","3.32","91","6.21","0",,"0",,,,,,,,"8.21","0.0","71.8","81.9","61.6","1127.8"
"USC00112223","2007-08","763","269","16","11","0","0","0","0","0","29","2","55","0","0.0","4.85","91","5.50","3",,"3",,,,"67",,"86",,"12.03","0.0","73.6","82.4","64.7","930.8"
"USC00112223","2007-09","888","125","4","2","0","0","0","0","0","25","2","35","0","0.0","0.20","90","4.52","81",,"78",,,,"55",,"77",,"0.44","0.0","66.6","79.2","53.9","1086.2"
"USC00112223","2007-10","933","45","12","6","0","0","0","2","0","15","0","31","0","0.0","1.01","89","4.48","350",,"269",,,,"48",,"61",,"2.49","0.0","57.8","68.5","47.0","1414.9"
"USC00112223","2007-11","933","0","5","3","0","0","0","22","3","0","0","16","0","0.4","0.41","67",,"1179",,"829",,,,,,,,"0.85","0.4","37.4","46.3","28.5",
"USC00112223","2007-12","933","0","17","8","24","5","0","31","23","0","0","1","9","6.0","0.62","47",,"2482",,"1303",,,,,,,,"3.44","19.5","23.0","29.6","16.4",
"USC00112223","2008-01","0","0","13","6","17","5","12","27","18","0","0","-15","7","5.2","0.40","62",,"3887",,"1405",,,,,,,,"1.60","13.9","19.7","28.8","10.5",
"USC00112223","2008-02","0","0","15","9","29","7","5","29","23","0","0","-7","9","7.8","0.79","42",,"5239",,"1351",,,,,,,,"3.88","23.0","18.4","26.0","10.8",
"USC00112223","2008-03","0","0","11","6","7","1","0","28","5","0","0","9","4","2.0","0.45","57",,"6261",,"1023",,,,,,,,"1.65","4.0","32.0","39.8","24.3",
"USC00112223","2008-04","2","2","15","10","0","0","0","6","0","9","0","28","0","0.0","1.22","76","3.48","6752",,"491",,,,"41",,"60",,"4.37","0.0","48.7","58.3","39.1","1837.4"
"USC00112223","2008-05","9","7","12","7","0","0","0","0","0","11","0","34","0","0.0","1.47","82","5.43","7060",,"308",,,,"44",,"71",,"4.95","0.0","55.3","66.9","43.7","1735.5"
"USC00112223","2008-06","154","145","16","9","0","0","0","0","0","30","1","50","0","0.0","0.90","90","6.61","7073",,"13",,,,"61",,"83",,"3.26","0.0","69.5","80.0","59.1","1446.6"
"USC00112223","2008-07","360","206","9","7","0","0","0","0","0","31","1","51","0","0.0","1.55","90","7.17","4",,"4",,,,"64",,"88",,"5.76","0.0","71.5","82.4","60.7","1203.0"
"USC00112223","2008-08","490","130","8","3","0","0","0","0","0","31","0","51","0","0.0","1.05","88","5.23","7",,"3",,,,"63",,"83",,"1.96","0.0","69.1","80.2","58.0","988.0"
"USC00112223","2008-09","557","67","9","7","0","0","0","0","0","21","1","44","0","0.0","3.46","91","3.03","84",,"77",,,,"58",,"72",,"9.39","0.0","64.5","74.0","55.0","930.8"
"USC00112223","2008-10","564","6","11","5","0","0","0","5","0","4","0","25","0","0.0","0.88","83",,"546",,"462",,,,,,,,"2.72","0.0","50.3","60.4","40.2",
"USC00112223","2008-11","564","0","10","5","0","0","0","19","3","5","0","13","0","0.3","0.30","73",,"1374",,"828",,,,,,,,"1.11","0.9","37.4","45.8","29.0",
"USC00112223","2008-12","564","0","19","13","28","9","8","31","21","0","0","-8","7","5.0","0.99","51",,"2815",,"1441",,,,,,,,"5.85","28.0","18.5","29.0","8.0",
"USC00112223","2009-01","0","0","9","4","28","6","6","31","30","0","0","-23","9","4.8","0.20","35",,"4464",,"1649",,,,,,,,"0.88","15.7","11.8","19.8","3.8",
"USC00112223","2009-02","0","0","9","7","14","2","3","26","14","0","0","-5","6","3.4","1.33","58",,"5582",,"1118",,,,,,,,"2.46","6.3","25.1","33.9","16.3",
"USC00112223","2009-03","0","0","10","6","2","1","0","22","6","1","0","8","5","5.0","1.72","73",,"6459",,"877",,,,,,,,"5.00","5.0","36.7","46.7","26.8","2003.9"
"USC00112223","2009-04","0","0","14","12","1","1","0","10","0","6","0","26","2","1.5","1.33","81","3.78","7020",,"560",,,,"40",,"60",,"4.35","1.5","46.3","56.8","35.8","2147.5"
"USC00112223","2009-05","17","17","11","7","0","0","0","0","0","16","0","40","0","0.0","1.27","85","5.98","7208",,"189",,,,"50",,"75",,"4.81","0.0","59.5","69.9","49.0","1532.9"
"USC00112223","2009-06","170","153","13","9","0","0","0","0","0","25","5","45","0","0.0","2.20","95","6.04","7259",,"51",,,,"59",,"87",,"6.16","0.0","68.4","78.3","58.5","1206.7"
"USC00112223","2009-07","258","88","11","7","0","0","0","0","0","25","0","53","0","0.0","0.57","84","4.76","24",,"24",,,,"59",,"83",,"2.44","0.0","67.1","76.1","58.2","910.9"
"USC00112223","2009-08","376","118","14","7","0","0","0","0","0","24","0","45","0","0.0","1.97","88","4.99","66",,"41",,,,"60",,"83",,"6.22","0.0","67.6","76.7","58.6","1303.6"
"USC00112223","2009-09","412","36","5","3","0","0","0","0","0","24","0","45","0","0.0","0.54","82","3.19","129",,"63",,,,"56",,"74",,"1.18","0.0","64.1","74.1","54.2","906.0"
"USC00112223","2009-10","412","0","20","11","0","0","0","7","0","1","0","27","0","0.0","1.68","70","1.80","695",,"566",,,,"42",,"52",,"6.41","0.0","46.7","54.2","39.3","1404.9"
"USC00112223","2009-11","412","0","5","2","0","0","0","13","0","1","0","28","0","0.2","0.62","72",,"1341",,"646",,,,,,,,"1.24","0.2","43.5","51.8","35.1","755.6"
"USC00112223","2009-12","412","0","16","7","26","6","2","31","19","0","0","-4","11","6.1","1.27","55",,"2616",,"1275",,,,,,,,"4.26","21.4","23.9","30.0","17.7","594.0"
"USC00112223","2010-01","0","0","8","3","31","2","9","30","26","0","0","-10","11","2.9","0.44","41",,"4106",,"1490",,,,,,,,"0.87","5.1","16.9","23.9","10.0",
"USC00112223","2010-02","0","0","11","3","28","3","0","28","20","0","0","2","10","4.0","0.50","37",,"5277",,"1171",,,,,,,,"1.02","13.7","23.2","29.8","16.5",
"USC00112223","2010-03","0","0","9","5","10","1","0","21","1","0","0","21","7","2.0","0.51","65",,"6068",,"791",,,,,,,,"1.69","2.5","39.5","48.7","30.3",
"USC00112223","2010-04","7","7","10","6","0","0","0","2","0","13","0","31","0","0.0","1.06","83","5.50","6383",,"315",,,,"41",,"69",,"3.46","0.0","54.8","66.8","42.7","116.2"
"USC00112223","2010-05","102","94","14","9","0","0","0","0","0","18","3","34","0","0.0","2.41","92","7.06","6578",,"195",,,,"52",,"77",,"5.67","0.0","61.8","71.8","51.7","940.8"
"USC00112223","2010-06","274","172","18","11","0","0","0","0","0","30","0","54","0","0.0","1.16","88","6.56","6580",,"2",,,,"60",,"86",,"6.52","0.0","70.7","80.3","61.1","1260.8"
"USC00112223","2010-07","597","323","10","7","0","0","0","0","0","31","6","54","0","0.0","4.67","91","7.76","0",,"0",,,,"67",,"93",,"6.92","0.0","75.4","85.3","65.5","1187.4"
"USC00112223","2010-08","877","281","9","6","0","0","0","0","0","31","4","53","0","0.0","1.12","92","5.20","1",,"1",,,,"65",,"88",,"2.96","0.0","74.0","83.9","64.1","940.8"
"USC00112223","2010-09","949","72","12","7","0","0","0","0","0","20","1","42","0","0.0","0.87","91","4.38","102",,"101",,,,"55",,"73",,"2.04","0.0","64.0","74.6","53.4","1487.6"
"USC00112223","2010-10","958","9","5","4","0","0","0","5","0","12","0","27","0","0.0","1.03","88",,"448",,"346",,,,,,,,"1.74","0.0","54.1","67.2","41.0",
"USC00112223","2010-11","958","0","10","2","0","0","0","19","2","0","0","16","0","0.0","0.47","69",,"1189",,"740",,,,,,,,"1.06","0.0","40.3","49.8","30.9",
"USC00112223","2010-12","958","0","9","5","28","5","2","30","28","0","0","-3","13","5.1","0.36","40",,"2672",,"1483",,,,,,,,"1.32","17.6","17.1","24.2","10.1",
"USC00112223","2011-01","0","0","8","1","21","3","4","31","28","0","0","-11","6","3.2","0.44","49",,"4145",,"1473",,,,,,,,"0.66","7.4","17.5","24.7","10.3",
"USC00112223","2011-02","0","0","14","6","21","3","6","26","16","0","0","-13","27","15.7","0.83","51",,"5334",,"1189",,,,,,,,"2.66","23.2","22.5","30.0","15.0",
"USC00112223","2011-03","0","0","8","5","0","0","0","27","4","0","0","19","0","0.0","0.70","65",,"6268",,"933",,,,,,,,"2.21","0.0","34.9","43.2","26.6",
"USC00112223","2011-04","0","0","18","11","0","0","0","5","0","2","0","25","0","0.0","0.72","83",,"6812",,"544",,,,"40",,"59",,"4.42","0.0","46.2","55.0","37.3","1985.9"
"USC00112223","2011-05","66","66","13","6","0","0","0","1","0","15","2","32","0","0.0","1.96","92","5.88","7068",,"256",,,,"48",,,,"5.55","0.0","58.9","69.2","48.6","1778.4"
"USC00112223","2011-06","213","147","12","8","0","0","0","0","0","23","5","51","0","0.0","2.02","97","7.48","7091",,"23",,,,,,,,"4.53","0.0","69.7","79.8","59.7","1416.7"
"USC00112223","2011-07","603","390","11","8","0","0","0","0","0","31","6","59","0","0.0","1.47","97","7.35","0",,"0",,,,"65",,"90",,"5.28","0.0","77.6","86.9","68.3","1042.0"
"USC00112223","2011-08","818","216","9","8","0","0","0","0","0","31","3","55","0","0.0","1.65","92","6.20","0",,"0",,,,"65",,"85",,"5.30","0.0","72.0","81.7","62.2","920.3"
"USC00112223","2011-09","879","60","12","5","0","0","0","0","0","13","2","37","0","0.0","1.90","92","3.58","198",,"198",,,,"52",,"71",,"3.83","0.0","60.4","70.0","50.9","1216.0"
"USC00112223","2011-10","889","10","9","6",,,"0","4","0","11","0","31",,,"0.38","82",,"579",,"381",,,,,,,,"1.28",,"53.0","64.3","41.8",
"USC00112223","2011-11","889","0","7","6","0","0","0","16","0","0","0","21","0","0.1","1.65","67",,"1298",,"719",,,,,,,,"4.21","0.1","41.0","49.4","32.6",
"USC00112223","2011-12","889","0","11","6","2","1","0","26","7","0","0","8","2","2.0","0.87","54",,"2346",,"1047",,,,,,,,"2.54","2.4","31.2","38.5","24.0",
"USC00112223","2012-01","0","0","11","4","18","3","1","31","15","0","0","0","7","5.0","0.42","53",,"3552",,"1207",,,,,,,,"1.42","11.3","26.1","33.9","18.2",
"USC00112223","2012-02","0","0","9","3","7","1","0","28","5","0","0","6","5","4.2","0.70","55",,"4569",,"1017",,,,,,,,"1.61","6.0","29.9","37.4","22.5",
"USC00112223","2012-03","29","29","9","6","4","1","0","9","2","11","0","19","4","4.3","0.43","83",,"5045",,"476",,,,,,,,"1.38","4.4","50.6","61.1","40.1",
"USC00112223","2012-04","29","0","11","5","0","0","0","4","0","3","0","27","0","0.0","1.32","74","4.90","5530",,"485",,,,,,,,"2.96","0.0","48.8","59.5","38.2",
"USC00112223","2012-05","123","94","7","3",,,"0","0","0","19","4","44",,,"0.53","96","6.90","5641",,"111",,,,,,,,"1.27",,"64.5","75.9","53.0",
"USC00112223","2012-06","341","218","4","3",,,"0","0","0","28","7","44",,,"1.37","97","9.33","5680",,"39",,,,"60",,"86",,"2.16",,"71.0","82.1","59.9",
"USC00112223","2012-07","776","435","10","8",,,"0","0","0","31","14","60",,,"1.30","101","7.65","0",,"0",,,,"66",,"92",,"3.69",,"79.0","89.9","68.2",
"USC00112223","2012-08","990","213","7","6",,,"0","0","0","30","7","52",,,"0.56","94","6.22","9",,"9",,,,"61",,"82",,"1.86",,"71.6","82.8","60.3","755.0"
"USC00112223","2012-09","1077","88","8","6",,,"0","0","0","23","3","35",,,"0.75","94","5.90","167",,"157",,,,"51",,"71",,"2.37",,"62.7","74.9","50.5","1121.6"
"USC00112223","2012-10","1081","4","9","8","0","0","0","9","0","4","0","27","0","0.0","0.94","77",,"664",,"498",,,,,,,,"2.48","0.0","49.0","59.7","38.4","1459.0"
"USC00112223","2012-11","1081","0","3","2","0","0","0","24","4","0","0","14","0","0.0","0.46","66",,"1490",,"826",,,,,,,,"0.58","0.0","37.5","46.7","28.2",
"USC00112223","2012-12","1081","0","10","4","5","0","0","26","10","0","0","9","1","0.4","0.50","69",,"2510",,"1020",,,,,,,,"1.80","0.5","32.1","39.5","24.7",
"USC00112223","2013-01","0","0","7","6","8","0","2","28","17","0","0","-4","1","0.8","1.10","61",,"3804",,"1294",,,,,,,,"3.48","2.4","23.3","32.3","14.2",
"USC00112223","2013-02","0","0","11","8","17","5","2","28","19","0","0","-4","5","4.5","0.72","48",,"5011",,"1207",,,,,,,,"2.66","16.7","21.9","29.6","14.2",
"USC00112223","2013-03","0","0","10","3","16","1","0","29","12","0","0","8","12","10.2","0.61","57",,"6139",,"1128",,,,,,,,"1.89","11.9","28.6","35.4","21.8",
"USC00112223","2013-04","0","0","17","9",,,"0","9","0","2","0","23",,,"4.01","73",,"6748",,"609",,,,,,,,"8.25",,"44.7","54.6","34.8",
"USC00112223","2013-05","78","78","14","8","0","0","0","0","0","19","1","34","0","0.0","0.91","93","5.78","6927",,"178",,,,"51",,"74",,"3.17","0.0","61.6","72.9","50.2","1589.5"
"USC00112223","2013-06","216","138","17","12",,,"0","0","0","23","0","44",,,"3.00","88","6.64","6974",,"47",,,,"59",,"82",,"7.39",,"68.0","77.3","58.7","1334.1"
"USC00112223","2013-07","444","228","12","6","0","0","0","0","0","28","4","51","0","0.0","0.29","94","7.34","13",,"13",,,,,,"87",,"1.34","0.0","71.9","81.1","62.8","1411.8"
"USC00112223","2013-08","639","195","8","5","0","0","0","0","0","30","2","52","0","0.0","2.10","94","6.24","20",,"7",,,,"61",,"83",,"4.20","0.0","71.1","81.1","61.0","1347.1"
"USC00112223","2013-09","719","79","6","5","0","0","0","0","0","20","2","44","0","0.0","0.65","94","3.56","119",,"99",,,,"53",,"75",,"1.50","0.0","64.3","75.2","53.4","1105.4"
"USC00112223","2013-10","729","10","11","6","0","0","0","7","0","11","0","24","0","0.0","0.80","79",,"556",,"437",,,,,,,,"2.20","0.0","51.2","61.3","41.1",
"USC00112223","2013-11","729","0","10","5","3","0","0","21","7","0","0","8","1","0.5","0.63","65",,"1469",,"913",,,,,,,,"2.09","1.3","34.6","43.4","25.8",
"USC00112223","2013-12","729","0","13","5","23","3","6","29","21","0","0","-10","5","2.7","0.34","52",,"2875",,"1406",,,,,,,,"1.41","11.2","19.6","28.1","11.2",
"USC00112223","2014-01","0","0","10","6","31","5","16","31","23","0","0","-19","10","6.0","0.72","41",,"4539",,"1664",,,,,,,,"1.67","15.7","11.3","20.6","2.1",
"USC00112223","2014-02","0","0","7","6","28","4","12","28","24","0","0","-13","17","5.3","1.00","43",,"6021",,"1483",,,,,,,,"2.33","15.4","12.0","20.7","3.4",
"USC00112223","2014-03","0","0","9","3","18","2","2","30","12","0","0","-8","9","3.2","0.21","56",,"7204",,"1182",,,,,,,,"0.80","5.4","26.9","35.9","17.9",
"USC00112223","2014-04","0","0","12","7","1","1","0","9","0","4","0","22","1","1.3","0.90","79",,"7740",,"536",,,,,,,,"2.75","1.3","47.1","58.6","35.6",
"USC00112223","2014-05","71","71","15","8",,,"0","1","0","18","0","32",,,"1.04","88","4.73","7983",,"243",,,,"48",,"74",,"3.02",,"59.5","69.7","49.2","1787.7"
"USC00112223","2014-06","255","184","13","11",,,"0","0","0","26","1","52",,,"2.70","90","6.70","8003",,"21",,,,"61",,"88",,"8.74",,"70.4","80.1","60.8","1828.7"
"USC00112223","2014-07","375","120","10","5",,,"0","0","0","29","0","51",,,"1.53","89","6.61","18",,"18",,,,"60",,"86",,"3.66",,"68.3","77.9","58.7","1422.3"
"USC00112223","2014-08","570","195","9","7",,,"0","0","0","31","0","53",,,"1.70","87","5.01","22",,"4",,,,"63",,"85",,"5.19",,"71.2","80.4","62.0","1171.3"
"USC00112223","2014-09","635","65","9","6",,,"0","0","0","23","0","37",,,"0.78","87","3.52","155",,"133",,,,"52",,"76",,"3.13",,"62.7","74.0","51.5","2130.1"
"USC00112223","2014-10","635","0","9","4","0","0","0","1","0","5","0","31","0","0.0","1.40","76","2.61","600",,"445",,,,"40",,"63",,"2.70","0.0","50.6","60.5","40.8","1496.9"
"USC00112223","2014-11","635","0","7","3","8","1","0","24","13","0","0","5","2","1.4","0.63","62",,"1637",,"1036",,,,,,,,"1.33","2.2","30.5","38.7","22.2",
"USC00112223","2014-12","635","0","7","3","0","0","0","26","10","0","0","1","0","0.0","0.35","50",,"2717",,"1081",,,,,,,,"0.70","0.0","30.1","35.8","24.4",
"USC00112223","2015-01","0","0","11","3","28","5","10","31","20","0","0","-11","7","3.0","0.56","40",,"4140",,"1422",,,,,,,,"1.10","10.4","19.1","26.3","11.9",
"USC00112223","2015-02","0","0","4","3","28","3","13","28","24","0","0","-12","15","8.0","0.61","39",,"5623",,"1483",,,,,,,,"1.02","19.5","12.0","21.5","2.6",
"USC00112223","2015-03","0","0","5","3","17","3","4","24","8","1","0","-6","9","1.5","0.26","72",,"6629",,"1006",,,,,,,,"0.55","3.9","32.5","42.5","22.5",
"USC00112223","2015-04","0","0","10","7","0","0","0","5","0","5","0","27","0","0.0","1.11","78","4.35","7073",,"444",,,,,,"66",,"3.80","0.0","50.2","61.7","38.7",
"USC00112223","2015-05","60","60","18","12",,,"0","0","0","18","0","37",,,"1.33","83","6.48","7253",,"180",,,,"52",,"76",,"5.82",,"61.1","70.7","51.6","1770.3"
"USC00112223","2015-06","174","114","15","11",,,"0","0","0","26","1","43",,,"2.15","91","5.57","7292",,"39",,,,"59",,"83",,"8.20",,"67.5","76.7","58.3","1317.9"
"USC00112223","2015-07","378","204","8","4","0","0","0","0","0","30","1","50","0","0.0","1.29","91","6.01","16",,"16",,,,"61",,"87",,"3.20","0.0","71.1","80.1","62.0","1101.7"
"USC00112223","2015-08","544","167","9","7","0","0","0","0","0","29","1","50","0","0.0","0.89","90","5.29","36",,"20",,,,"61",,"83",,"3.05","0.0","69.7","79.1","60.3","1268.2"
"USC00112223","2015-09","692","148","6","5","0","0","0","0","0","25","1","42","0","0.0","0.92","90","4.20","88",,"52",,,,"57",,"78",,"2.74","0.0","68.2","78.5","57.9","1100.4"
"USC00112223","2015-10","692","0","6","4","0","0","0","4","0","8","0","24","0","0.0","0.60","79","2.80","461",,"373",,,,"44",,"61",,"1.44","0.0","53.0","63.2","42.7","1547.8"
"USC00112223","2015-11","692","0","10","8","5","2","0","15","2","3","0","6","5","4.0","1.92","72",,"1158",,"697",,,,,,,,"5.44","7.5","41.8","50.8","32.8",
"USC00112223","2015-12","692","0","15","7","4","2","0","19","4","0","0","13","2","1.9","1.52","60",,"2026",,"868",,,,,,,,"5.46","4.1","37.0","42.9","31.1",
"USC00112223","2016-01","0","0","6","2","31","2","8","31","19","0","0","-6","5","2.7","0.17","41",,"3396",,"1370",,,,,,,,"0.38","4.8","20.8","27.4","14.2",
"USC00112223","2016-02","0","0","6","2","5","1","1","27","13","0","0","0","4","3.8","0.53","61",,"4479",,"1083",,,,,,,,"0.71","5.0","27.7","34.9","20.4",
"USC00112223","2016-03","0","0","15","6","2","0","0","14","2","1","0","11","1","0.8","1.05","70",,"5209",,"729",,,,,,,,"2.92","2.1","41.5","50.2","32.7",
"USC00112223","2016-04","3","3","12","5","0","0","0","9","0","9","0","21","0","0.0","0.89","82","3.31","5720",,"512",,,,"41",,"63",,"2.26","0.0","48.0","58.3","37.8","1861.6"
"USC00112223","2016-05","73","71","14","11",,,"0","0","0","13","0","34",,,"2.51","86","5.95","5951",,"230",,,,"50",,"74",,"7.24",,"59.9","69.7","50.1","1480.7"
"USC00112223","2016-06","262","188","10","5",,,"0","0","0","29","4","53",,,"1.28","91","7.35","5961",,"10",,,,"61",,"89",,"3.36",,"71.0","81.3","60.6","1208.6"
"USC00112223","2016-07","526","264","11","7",,,"0","0","0","31","2","56",,,"1.91","92","6.62","2",,"2",,,,"66",,"90",,"5.30",,"73.5","82.2","64.7","1325.4"
"USC00112223","2016-08","807","281","14","11",,,"0","0","0","31","0","55",,,"1.87","88","5.52","2",,"0",,,,"66",,"87",,"7.70",,"74.0","82.7","65.4","1027.7"
"USC00112223","2016-09","940","133","13","4",,,"0","0","0","26","1","47",,,"0.97","91","4.04","32",,"29",,,,"57",,"79",,"2.18",,"68.4","78.2","58.6","1459.6"
"USC00112223","2016-10","959","19","16","6",,,"0","0","0","11","0","35",,,"1.02","82","3.07","321",,"288",,,,"47",,"67",,"2.26",,"56.3","65.6","47.0","1411.1"
"USC00112223","2016-11","961","2","6","5","0","0","0","9","0","2","0","19","0","0.0","0.85","76",,"910",,"590",,,,,,,,"2.78","0.0","45.4","54.9","35.9","1600.0"
"USC00112223","2016-12","961","0","7","6","23","4","6","30","17","0","0","-14","7","8.5","0.48","46",,"2233",,"1322",,,,,,,,"1.44","17.0","22.4","28.3","16.4","2040.6"
"US1ILDK0006","2007-09",,,"5","3",,"0",,,,,,,,"0.0","0.24",,,,,,,,,,,,,"0.59","0.0",,,,
"US1ILDK0006","2007-10",,,"13","7",,"0",,,,,,,,"0.0","0.93",,,,,,,,,,,,,"2.60","0.0",,,,
"US1ILDK0006","2007-11",,,"7","3",,"0",,,,,,,,"0.4","0.47",,,,,,,,,,,,,"1.10","0.6",,,,
"US1ILDK0006","2008-02",,,"15","8","29","6",,,,,,,"11","8.7","0.69",,,,,,,,,,,,,"4.13","27.6",,,,
"US1ILDK0006","2008-03",,,"12","5","13","2",,,,,,,"7","2.5","0.66",,,,,,,,,,,,,"1.81","5.3",,,,
"US1ILDK0006","2008-04",,,"13","8",,"1",,,,,,,,"1.5","1.07",,,,,,,,,,,,,"4.38","1.5",,,,
"US1ILDK0006","2008-05",,,"11","8",,"0",,,,,,,,"0.0","1.41",,,,,,,,,,,,,"4.85","0.0",,,,
"US1ILDK0006","2008-06",,,"17","8",,"0",,,,,,,,"0.0","0.89",,,,,,,,,,,,,"3.77","0.0",,,,
"US1ILDK0006","2008-07",,,"10","7",,"0",,,,,,,,"0.0","1.68",,,,,,,,,,,,,"6.61","0.0",,,,
"US1ILDK0006","2008-09",,,"11","7",,"0",,,,,,,,"0.0","3.63",,,,,,,,,,,,,"9.45","0.0",,,,
"US1ILDK0006","2008-10",,,"9","5",,"0",,,,,,,,"0.0","0.68",,,,,,,,,,,,,"2.16","0.0",,,,
"US1ILDK0006","2008-11",,,"8","3",,"0",,,,,,,,"0.5","0.31",,,,,,,,,,,,,"1.05","0.8",,,,
"US1ILDK0006","2008-12",,,"17","10","23","9",,,,,,,"12","4.9","0.77",,,,,,,,,,,,,"4.20","27.4",,,,
"US1ILDK0006","2009-01",,,"12","4","25","5",,,,,,,"12","3.2","0.29",,,,,,,,,,,,,"0.99","15.4",,,,
"US1ILDK0006","2009-02",,,"9","6","12","2",,,,,,,"6","3.1","1.37",,,,,,,,,,,,,"2.49","5.9",,,,
"US1ILDK0006","2009-03",,,"11","5","2","1",,,,,,,"6","5.8","1.51",,,,,,,,,,,,,"5.21","6.3",,,,
"US1ILDK0006","2009-04",,,"16","10","1","1",,,,,,,"1","1.9","1.46",,,,,,,,,,,,,"4.44","2.2",,,,
"US1ILDK0006","2009-05",,,"11","7",,,,,,,,,,,"1.03",,,,,,,,,,,,,"4.07",,,,,
"US1ILDK0006","2009-06",,,"14","9",,,,,,,,,,,"1.87",,,,,,,,,,,,,"5.79",,,,,
"US1ILDK0006","2009-07",,,"12","8",,,,,,,,,,,"0.67",,,,,,,,,,,,,"2.85",,,,,
"US1ILDK0006","2009-08",,,"14","7",,,,,,,,,,,"1.98",,,,,,,,,,,,,"6.23",,,,,
"US1ILDK0006","2009-09",,,"8","3",,,,,,,,,,,"0.47",,,,,,,,,,,,,"1.07",,,,,
"US1ILDK0006","2009-10",,,"20","13",,,,,,,,,,,"1.76",,,,,,,,,,,,,"6.15",,,,,
"US1ILDK0006","2009-11",,,"10","2",,,,,,,,,,,"0.56",,,,,,,,,,,,,"1.26",,,,,
"US1ILDK0006","2009-12",,,"17","7","24","9",,,,,,,"12","6.4","1.24",,,,,,,,,,,,,"3.84","27.0",,,,
