"STATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US10buff015","2005-02",,,,,"2",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.15",",,N,07,",,,,,,,"0.25",",,,N",,,,,,,,
"US10buff015","2005-03",,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"1.05",",,N,21,",,,,,,,"2.61",",,,N",,,,,,,,
"US10buff015","2005-04",,,,,"8",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.38",",,N,11,",,,,,,,"1.15",",,,N",,,,,,,,
"US10buff015","2005-05",,,,,"6",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"3.12",",,N,12,",,,,,,,"4.42",",,,N",,,,,,,,
"US10buff015","2005-06",,,,,"12",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.30",",,N,03,",,,,,,,"4.50",",,,N",,,,,,,,
"US10buff015","2005-07",,,,,"3",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.13",",,N,02,",,,,,,,"0.21",",,,N",,,,,,,,
"US10buff015","2005-08",,,,,"9",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"0.84",",,N,13,",,,,,,,"4.03",",,,N",,,,,,,,
"US10buff015","2005-09",,,,,"3",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.96",",,N,05,",,,,,,,"1.25",",,,N",,,,,,,,
"US10buff015","2005-10",,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"1.07",",,N,20,",,,,,,,"1.98",",,,N",,,,,,,,
"US10buff015","2005-11",,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"1.25",",,N,28,",,,,,,,"1.25",",,,N",,,,,,,,
"US10buff015","2005-12",,,,,"4",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.22",",,N,03,",,,,,,,"0.34",",,,N",,,,,,,,
"US10buff015","2006-01",,,,,"3",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.12",",,N,28,",,,,,,,"0.24",",,,N",,,,,,,,
"US10buff015","2006-02",,,,,"2",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.09",",,N,16,",,,,,,,"0.12",",,,N",,,,,,,,
"US10buff015","2006-03",,,,,"7",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"2.46",",,N,21,",,,,,,,"4.68",",,,N",,,,,,,,
"US10buff015","2006-04",,,,,"4",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.38",",,N,24,",,,,,,,"1.06",",,,N",,,,,,,,
"US10buff015","2006-05",,,,,"5",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.42",",,N,31,",,,,,,,"0.83",",,,N",,,,,,,,
"US10buff015","2006-06",,,,,"9",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"2.04",",,N,17,",,,,,,,"3.54",",,,N",,,,,,,,
"US10buff015","2006-07",,,,,"8",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"2.44",",,N,10,",,,,,,,"5.45",",,,N",,,,,,,,
"US10buff015","2006-08",,,,,"7",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"2.51",",,N,02,",,,,,,,"5.85",",,,N",,,,,,,,
"US10buff015","2006-09",,,,,"6",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"2.46",",,N,10,",,,,,,,"3.52",",,,N",,,,,,,,
"US10buff015","2006-10",,,,,"5",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.88",",,N,09,",,,,,,,"1.61",",,,N",,,,,,,,
"US10buff015","2006-11",,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.36",",,N,15,",,,,,,,"0.36",",,,N",,,,,,,,
"US10buff015","2006-12",,,,,"5",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.00",",,N,30,",,,,,,,"2.79",",,,N",,,,,,,,
"US10buff015","2007-01",,,,,"2",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.93",",,N,21,",,,,,,,"1.63",",,,N",,,,,,,,
"US10buff015","2007-02",,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.13",",,N,13,",,,,,,,"0.13",",,,N",,,,,,,,
"US10buff015","2007-03",,,,,"5",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.22",",,N,29,",,,,,,,"3.06",",,,N",,,,,,,,
"US10buff015","2007-04",,,,,"11",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.45",",,N,25,",,,,,,,"4.96",",,,N",,,,,,,,
"US10buff015","2007-05",,,,,"11",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"1.57",",,N,30,",,,,,,,"4.31",",,,N",,,,,,,,
"US10buff015","2007-06",,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"1.74",",,N,14,",,,,,,,"3.87",",,,N",,,,,,,,
"US10buff015","2007-07",,,,,"6",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"2.36",",,N,04,",,,,,,,"5.64",",,,N",,,,,,,,
"US10buff015","2007-08",,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.36",",,N,07,",,,,,,,"3.37",",,,N",,,,,,,,
"US10buff015","2007-09",,,,,"4",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"1.00",",,N,10,",,,,,,,"2.61",",,,N",,,,,,,,
"US10buff015","2007-10",,,,,"8",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"0.79",",,N,18,",,,,,,,"2.57",",,,N",,,,,,,,
"US10buff015","2007-11",,,,,"2",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.03",",,N,21,",,,,,,,"0.05",",,,N",,,,,,,,
"US10buff015","2007-12",,,,,"8",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.38",",,N,11,",,,,,,,"1.15",",,,N",,,,,,,,
"US10buff015","2008-01",,,,,"1",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.05",",,N,29,",,,,,,,"0.05",",,,N",,,,,,,,
"US10buff015","2008-02",,,,,"2",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.55",",,N,06,",,,,,,,"0.58",",,,N",,,,,,,,
"US10buff015","2008-03",,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.49",",,N,18,",,,,,,,"0.49",",,,N",,,,,,,,
"US10buff015","2008-04",,,,,"9",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.22",",,N,11,",,,,,,,"3.67",",,,N",,,,,,,,
"US10buff015","2008-05",,,,,"14",",N","12",",N",,,,,,,,,,,,,,,,,,,,,"4.60",",,N,24,",,,,,,,"12.36",",,,N",,,,,,,,
"US10buff015","2008-06",,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.60",",,N,05,",,,,,,,"5.81",",,,N",,,,,,,,
"US10buff015","2008-07",,,,,"6",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.83",",,N,16,",,,,,,,"2.91",",,,N",,,,,,,,
"US10buff015","2008-08",,,,,"5",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.51",",,N,16,",,,,,,,"1.43",",,,N",,,,,,,,
"US10buff015","2008-09",,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.70",",,N,02,",,,,,,,"1.29",",,,N",,,,,,,,
"US10buff015","2008-10",,,,,"10",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"1.78",",,N,22,",,,,,,,"7.15",",,,N",,,,,,,,
"US10buff036","2014-02",,,,,"3","3,N","1","3,N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,28,+","0.20","3,,N,05,",,,,,,,"0.24","3,,,N","0.0","3,,,N",,,,,,
"US10buff036","2014-03",,,,,"2",",N","2",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.20",",,N,28,",,,,,,,"0.33",",,,N","0.0",",,,N",,,,,,
"US10buff036","2014-04",,,,,"8",",N","7",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.77",",,N,14,",,,,,,,"2.69",",,,N","0.0",",,,N",,,,,,
"US10buff036","2014-05",,,,,"4",",N","3",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.61",",,N,25,",,,,,,,"0.96",",,,N","0.0","2,,,N",,,,,,
"US10buff036","2014-06",,,,,"13",",N","12",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","1.54",",,N,21,",,,,,,,"7.21",",,,N","0.0",",,,N",,,,,,
"US10buff036","2014-07",,,,,"1","3,N","1","3,N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.18","3,,N,10,",,,,,,,"0.18","3,,,N","0.0","3,,,N",,,,,,
"US10buff036","2014-08",,,,,"12","1,N","9","1,N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","3.22","1,,N,09,",,,,,,,"8.69","1,,,N","0.0","1,,,N",,,,,,
"US10buff036","2014-09",,,,,"7","2,N","5","2,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.62","2,,N,23,",,,,,,,"2.00","2,,,N","0.0","2,,,N",,,,,,
"US10buff036","2014-10",,,,,"4",",N","2",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.55",",,N,02,",,,,,,,"0.83",",,,N","0.0",",,,N",,,,,,
"US10buff036","2014-11",,,,,"0",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.00",",T,N,24,+",,,,,,,"0.00",",T,,N","0.0","1,,,N",,,,,,
"US10buff036","2014-12",,,,,"4",",N","2",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.80",",,N,15,",,,,,,,"0.99",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-01",,,,,"1",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.02",",,N,04,",,,,,,,"0.02",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-02",,,,,"1",",N","1",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,28,+","0.40",",,N,01,",,,,,,,"0.40",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-03",,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.00",",T,N,04,",,,,,,,"0.00",",T,,N","0.0",",,,N",,,,,,
"US10buff036","2015-04",,,,,"10",",N","8",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","1.00",",,N,18,",,,,,,,"3.76",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-05",,,,,"10",",N","6",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.48",",,N,14,",,,,,,,"2.07",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-06",,,,,"11",",N","8",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.91",",,N,11,",,,,,,,"5.00",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-07",,,,,"6",",N","4",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.50",",,N,25,",,,,,,,"1.02",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-08",,,,,"5",",N","4",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","1.40",",,N,08,",,,,,,,"3.08",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-09",,,,,"8",",N","8",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.71",",,N,24,",,,,,,,"2.85",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-10",,,,,"6",",N","4",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.38",",,N,23,",,,,,,,"1.13",",,,N","0.0",",,,N",,,,,,
"US10buff036","2015-11",,,,,"6","1,N","5","1,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,30,+","1.04","1,,N,18,",,,,,,,"2.55","1,,,N","0.0","4,,,N",,,,,,
"US10buff036","2015-12",,,,,"3","1,N","1","1,N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.28","1,,N,14,",,,,,,,"0.40","1,,,N","0.0","1,,,N",,,,,,
"US10buff036","2016-01",,,,,"3","1,N","1","1,N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.19","1,,N,09,",,,,,,,"0.29","1,,,N","0.0","1,,,N",,,,,,
"US10buff036","2016-02",,,,,"0","4,N","0","4,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,29,+","0.00","4,,N,29,+",,,,,,,"0.00","4,,,N","0.0","4,,,N",,,,,,
"US10buff036","2016-03",,,,,"4",",N","1",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","0.18",",,N,24,",,,,,,,"0.24",",,,N","0.0","5,,,N",,,,,,
"US10buff036","2016-04",,,,,"7","1,N","4","1,N",,,,,,,,,,,,,,,,,,,,,"4.17","1,,N,17,",,,,,,,"7.84","1,,,N",,,,,,,,
"US10buff036","2016-05",,,,,"13",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"0.60",",,N,11,",,,,,,,"2.43",",,,N",,,,,,,,
"US10buff036","2016-06",,,,,"4",",N","4",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","1.10",",,N,18,",,,,,,,"2.11",",,,N","0.0","5,,,N",,,,,,
"US10buff036","2016-07",,,,,"9","1,N","7","1,N",,,,,,,,,,,,,,,,,,,,,"0.82","1,,N,16,",,,,,,,"2.80","1,,,N",,,,,,,,
"US10buff036","2016-08",,,,,"4","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"0.93","1,,N,23,",,,,,,,"1.34","1,,,N",,,,,,,,
"US10buff036","2016-09",,,,,"2","2,N","1","2,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","1.65","2,,N,16,",,,,,,,"1.69","2,,,N","0.0","5,,,N",,,,,,
"US10buff036","2016-10",,,,,"1",",N","0",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.02",",,N,12,",,,,,,,"0.02",",,,N","0.0","2,,,N",,,,,,
"US10buff036","2016-11",,,,,"5",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.57",",,N,08,",,,,,,,"1.26",",,,N",,,,,,,,
"US10buff036","2016-12",,,,,"3","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"0.33","1,,N,26,",,,,,,,"0.53","1,,,N",,,,,,,,
"USC00254335","1990-01","0","0","0",",0","2",",0","1",",0","0","3,0","1",",0","0",",0","31",",0","2",",0","1",",0","0",",0","5",",0,21,","0","3,,0,31,+","4.0",",,0,20,","0.32",",,0,20,","77",",0,11,","3694","0","1031",",0","0.33",",,,0","4.0",",,,0","31.7",",0","45.2",",,,0","18.2",",,,0"
"USC00254335","1990-02","0","0","0",",0","4",",0","2",",0",,,"3",",0","1",",0","27",",0","6",",0","0",",0","0",",0","-1",",0,16,",,,"3.0",",,0,03,","0.21",",,0,03,","65",",0,12,","4694","0","1000",",0","0.36",",,,0","5.0",",,,0","29.3",",0","41.6",",,,0","17.0",",,,0"
"USC00254335","1990-03","0","0","0","1,0","12",",0","7",",0","0","2,0","1",",0","0","1,0","21","1,0","2",",0","2",",0","0",",0","14","1,0,24,","0","2,,0,31,+","1.0",",,0,24,","1.48",",,0,07,","74",",0,21,","5437","0","743",",0","3.26",",,,0","1.0",",,,0","40.2","1,0","52.0",",,,0","28.3","1,,,0"
"USC00254335","1990-04","18","0","18","1,0","5",",0","1",",0","0",",0","0",",0","0","1,0","18","1,0","0",",0","9",",0","0",",0","14","1,0,11,","0",",,0,30,+","0.0",",,0,30,+","0.10",",,0,13,","88",",0,23,","5954","0","517",",0","0.27",",,,0","0.0",",,,0","48.0","1,0","63.1",",,,0","33.0","1,,,0"
"USC00254335","1990-05","41","0","23","1,0","15",",0","10",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","19",",0","0",",0","25","1,0,01,","0",",,0,31,+","0.0",",,0,31,+","1.42",",,0,19,","85",",0,07,","6161","0","207",",0","5.42",",,,0","0.0",",,,0","58.9","1,0","71.2",",,,0","46.5","1,,,0"
"USC00254335","1990-06","282","0","241",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","45",",0,04,","0",",,0,30,+","0.0",",,0,30,+","0.51",",,0,02,","101",",0,29,","6177","0","16",",0","2.34",",,,0","0.0",",,,0","72.5",",0","85.9",",,,0","59.1",",,,0"
"USC00254335","1990-07","555","0","273",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","42",",0,14,","0",",,0,31,+","0.0",",,0,31,+","1.08",",,0,06,","108",",0,03,","17","0","17",",0","1.82",",,,0","0.0",",,,0","73.3",",0","86.4",",,,0","60.2",",,,0"
"USC00254335","1990-08","807","0","252",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","49",",0,06,+","0",",,0,31,+","0.0",",,0,31,+","2.85",",,0,12,","99",",0,31,","18","0","1",",0","5.35",",,,0","0.0",",,,0","73.1",",0","86.0",",,,0","60.2",",,,0"
"USC00254335","1990-09","975","0","168",",0","2",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","24",",0","16",",0","30",",0,23,","0",",,0,30,+","0.0",",,0,30,+","0.51",",,0,21,","99",",0,01,","105","0","87",",0","0.87",",,,0","0.0",",,,0","67.7",",0","83.4",",,,0","52.0",",,,0"
"USC00254335","1990-10","985","0","9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","13",",0","0",",0","13",",0","1",",0","22",",0,18,","0",",,0,31,+","0.0",",,0,31,+","0.61",",,0,20,","93",",0,06,","535","0","430",",0","1.48",",,,0","0.0",",,,0","51.4",",0","67.1",",,,0","35.8",",,,0"
"USC00254335","1990-11","985","0","0","1,0","6",",0","3",",0","0","2,0","1",",0","0","1,0","24","1,0","1",",0","4",",0","0",",0","8","1,0,07,","0","2,,0,30,+","1.0",",,0,28,","0.70",",,0,03,","80",",0,01,","1251","0","716",",0","1.10",",,,0","1.0",",,,0","40.7","1,0","55.2",",,,0","26.3","1,,,0"
"USC00254335","1990-12","985","0","0",",0","6",",0","1",",0","0","3,0","1",",0","9",",0","31",",0","16",",0","0",",0","0",",0","-16",",0,30,","0","3,T,0,30,+","3.0",",,0,03,","0.25",",,0,03,","68",",0,12,","2594","0","1343",",0","0.33",",,,0","3.0",",,,0","21.7",",0","33.1",",,,0","10.3",",,,0"
"USC00254335","1991-01","0","0","0","2,0","4",",0","3",",0",,,"4",",0","9","1,0","30","1,0","14","1,0","0","1,0","0","1,0","-14","1,0,07,",,,"4.0",",,0,11,","0.21",",,0,11,+","50","1,0,15,","3918","0","1323","1,0","0.63",",,,0","9.0",",,,0","19.2","2,0","32.3","1,,,0","6.1","1,,,0"
"USC00254335","1991-02","0","0","0","1,0","1",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","2",",0","0",",0","0",",0","5","1,0,15,","0",",,0,28,+","0.0",",,0,28,+","0.05",",,0,18,","69",",0,21,","4682","0","764",",0","0.05",",,,0","0.0",",,,0","36.7","1,0","52.8",",,,0","20.7","1,,,0"
"USC00254335","1991-03","0","0","0","1,0","7",",0","4",",0","0","2,0","2",",0","0","1,0","25","1,0","1",",0","7",",0","0",",0","12","1,0,07,","0","2,,0,31,+","3.0",",,0,28,+","0.40",",,0,27,","78",",0,26,","5436","0","754",",0","0.87",",,,0","6.0",",,,0","40.1","1,0","55.3",",,,0","24.8","1,,,0"
"USC00254335","1991-04","11","0","11",",0","12",",0","7",",0","0",",0","0",",0","0",",0","4",",0","0",",0","8",",0","0",",0","25",",0,14,","0",",,0,30,+","0.0",",,0,30,+","0.60",",,0,29,","89",",0,07,+","5848","0","412",",0","2.06",",,,0","0.0",",,,0","51.6",",0","64.7",",,,0","38.6",",,,0"
"USC00254335","1991-05","88","0","78",",0","13",",0","10",",0","0",",0","0",",0","0",",0","4",",0","0",",0","22",",0","2",",0","28",",0,06,","0",",,0,31,+","0.0",",,0,31,+","2.00",",,0,23,","92",",0,13,","6014","0","166",",0","5.61",",,,0","0.0",",,,0","62.1",",0","74.4",",,,0","49.9",",,,0"
"USC00254335","1991-06","384","0","295",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","46",",0,16,","0",",,0,30,+","0.0",",,0,30,+","0.68",",,0,10,","102",",0,27,+","6014","0","0",",0","1.21",",,,0","0.0",",,,0","74.8",",0","87.6",",,,0","62.1",",,,0"
"USC00254335","1991-07","710","0","327",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","51",",0,25,","0",",,0,31,+","0.0",",,0,31,+","0.70",",,0,09,","105",",0,06,+","2","0","2",",0","1.35",",,,0","0.0",",,,0","75.5",",0","90.3",",,,0","60.6",",,,0"
"USC00254335","1991-08","978","0","268",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","48",",0,11,","0",",,0,31,+","0.0",",,0,31,+","1.11",",,0,12,","102",",0,02,","10","0","8",",0","1.80",",,,0","0.0",",,,0","73.4",",0","87.5",",,,0","59.2",",,,0"
"USC00254335","1991-09","1121","0","143","1,0","5",",0","1",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","24",",0","5",",0","28","1,0,19,","0",",,0,30,+","0.0",",,0,30,+","0.66",",,0,11,","93",",0,13,+","140","0","130",",0","0.89",",,,0","0.0",",,,0","65.5","1,0","80.4",",,,0","50.5","1,,,0"
"USC00254335","1991-10","1126","0","5","2,0","5",",0","2",",0","0","1,0","1",",0","0","2,0","10","2,0","2",",0","15",",0","1",",0","15","2,0,31,+","0","1,,0,31,+","3.0",",,0,31,","0.75",",,0,29,","90",",0,09,","560","0","420",",0","1.10",",,,0","3.0",",,,0","50.9","2,0","67.1",",,,0","34.7","2,,,0"
"USC00254335","1991-11","1126","0","0","1,0","11",",0","6",",0",,,"3",",0","3",",0","28",",0","8","1,0","1","1,0","0","1,0","-5",",0,04,",,,"9.0",",,0,01,","0.47",",,0,30,","72","1,0,14,","1537","0","977","1,0","1.91",",,,0","15.0",",,,0","31.0","1,0","41.6","1,,,0","20.5",",,,0"
"USC00254335","1991-12","1126","0","0",",0","5",",0","2",",0",,,"0","1,0","0",",0","29",",0","6",",0","0",",0","0",",0","5",",0,03,+",,,"0.0","1,,0,31,+","0.93",",,0,12,","58",",0,08,","2561","0","1024",",0","1.21",",,,0","0.0","1,,,0","32.0",",0","41.6",",,,0","22.4",",,,0"
"USC00254335","1992-01","0","0","0","1,0","6",",0","2",",0","0","3,0","1",",0","2",",0","31",",0","3","1,0","0","1,0","0","1,0","-1",",0,15,","0","3,,0,31,+","2.0",",,0,08,","0.69",",,0,01,","62","1,0,30,","3518","0","957","1,0","1.32",",,,0","2.0",",,,0","32.7","1,0","43.9","1,,,0","21.6",",,,0"
"USC00254335","1992-02","0","0","0",",0","8",",0","2",",0","0","2,0","1",",0","0",",0","26",",0","3",",0","1",",0","0",",0","11",",0,08,","0","2,,0,29,+","1.0",",,0,12,","0.22",",,0,18,","71",",0,02,","4329","0","811",",0","0.59",",,,0","1.0",",,,0","37.0",",0","49.2",",,,0","24.9",",,,0"
"USC00254335","1992-03","0","0","0","1,0","9",",0","7",",0","0","2,0","1",",0","0",",0","25",",0","1","1,0","4","1,0","0","1,0","17",",0,10,","0","2,,0,31,+","2.0",",,0,19,","1.50",",,0,09,","78","1,0,02,","4989","0","659","1,0","3.48",",,,0","2.0",",,,0","42.8","1,0","55.9","1,,,0","29.7",",,,0"
"USC00254335","1992-04","8","0","8","1,0","4",",0","2",",0","0","1,0","1",",0","0","1,0","12","1,0","0",",0","9",",0","1",",0","18","1,0,01,","0","1,,0,30,+","1.0",",,0,21,","0.21",",,0,07,","93",",0,30,","5454","0","465",",0","0.36",",,,0","1.0",",,,0","49.5","1,0","64.2",",,,0","34.8","1,,,0"
"USC00254335","1992-05","59","0","51",",0","7",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","25",",0","2",",0","29",",0,28,","0",",,0,31,+","0.0",",,0,31,+","0.40",",,0,17,","93",",0,01,","5641","0","187",",0","0.87",",,,0","0.0",",,,0","60.6",",0","75.7",",,,0","45.5",",,,0"
"USC00254335","1992-06","136","0","77",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","45",",0,06,+","0",",,0,30,+","0.0",",,0,30,+","1.39",",,0,06,","91",",0,17,","5691","0","50",",0","4.14",",,,0","0.0",",,,0","65.9",",0","77.6",",,,0","54.2",",,,0"
"USC00254335","1992-07","291","0","155",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","43",",0,03,","0",",,0,31,+","0.0",",,0,31,+","1.08",",,0,24,","90",",0,29,+","23","0","23",",0","4.13",",,,0","0.0",",,,0","69.2",",0","81.7",",,,0","56.8",",,,0"
"USC00254335","1992-08","420","0","129","1,0","9",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","2",",0","40","1,0,27,","0",",,0,31,+","0.0",",,0,31,+","1.37",",,0,25,","93",",0,10,","72","0","49",",0","3.70",",,,0","0.0",",,,0","67.6","1,0","80.1",",,,0","55.2","1,,,0"
"USC00254335","1992-09","489","0","68","1,0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","3",",0","36","1,0,29,+","0",",,0,30,+","0.0",",,0,30,+","0.08",",,0,07,","92",",0,16,","181","0","109",",0","0.30",",,,0","0.0",",,,0","63.6","1,0","79.0",",,,0","48.2","1,,,0"
"USC00254335","1992-10","491","0","2","1,0","6",",0","4",",0","0",",0","0",",0","0","1,0","7","1,0","0",",0","15",",0","0",",0","24","1,0,18,","0",",,0,31,+","0.0",",,0,31,+","1.49",",,0,08,","89",",0,03,","568","0","387",",0","2.49",",,,0","0.0",",,,0","52.5","1,0","67.2",",,,0","37.7","1,,,0"
"USC00254335","1992-11","491","0","0","1,0","10",",0","3",",0",,,"3","1,0","0",",0","27",",0","5","1,0","1","1,0","0","1,0","7",",0,28,",,,"3.0","1,,0,24,","0.34",",,0,19,","73","1,0,17,","1493","0","925","1,0","0.78",",,,0","5.5","1,,,0","33.1","1,0","40.7","1,,,0","25.5",",,,0"
"USC00254335","1992-12","491","0","0","2,0","5",",0","3",",0",,,"3","1,0","1","1,0","30","1,0","15","1,0","0","1,0","0","1,0","-2","1,0,31,",,,"3.0","1,,0,14,+","0.40",",,0,14,","49","1,0,28,","2712","0","1219","1,0","0.70",",,,0","8.0","1,,,0","23.1","2,0","33.8","1,,,0","12.3","1,,,0"
